Name,Comments,Sentiment,Assigned to,Likes,Number of replies,Time
Just saying,"If you are a Christian...do not watch this movie. There is a spirit attached to it. The world / Satan has infiltrated the Church. If it lines up with the Word of God it is of God. If not leave it alone."" Thy word is a lamp unto my feet and a light unto my path."" But people who do not know the Lord or his word,  will take in much of this not knowing the truth, as well as some Christians who do not know God's word. I am speaking the truth in love. In Jesus.",For,,"
    0
  ",,7 months ago
James James,One thing I don’t like is how Matthew acts so gay like he’s Jesus’s gay best friend.  The real Matthew was a tough guy who wrote one of the best books in the Bible not some weirdo that dresses weird and does weird things with his hand.  I hope it’s not reveal later that he is homosexual we’ll have another Last Temptation of Christ on our hands!  The Roman guard who’s in charge of Matthew also acts and talks gay as well!,For,,"
    0
  ",,8 months ago
Mary Rose,"I watched that show for 5 minutes and turned it off!!
Not of God but of man!! Many men at my church watch it, I was shocked!",For,,"
    0
  ",,8 months ago
Marques Goetsch,"I’ve got some bad news for you. The people who put your New Testament together and called it Scripture, who defined the Trinity, who developed the Hypostatic Union, who defined Jesus’ two natures, who gave us the creeds, who anathematized the early heretics (gnostics, modalists, arians, etc) were all, wait for it, Catholic. Yikes!",Against,,"
    0
  ",,3 months ago
Deborah Perry,"Says the guy that believes a loving God and Father would punish someone for eternity for rejecting Him. 
Ask yourself if that's the character of the Father shown to us by Jesus? 
If ""hell"" truly exists forever then explain Rev 20:14...
""And death and hell were cast into the lake of fire. This is the second death."" The lake of fire represents annihilation, complete destruction.",Against,,"
    0
  ",,4 months ago
Wendell Fernandes,"So unfortunate.... this is just one of many videos out there, which we see time and time again, hosts defending and standing so firmly on their own version of ""the truth"" all while criticizing and bringing forth poor comparisons to try to justify what they don't know themselves to be true of others.
--
You should already know, the Bible is FULL of examples and has shown us that It's always a poor approach to be the ones bringing forth assumptions, without knowing the people on the other side, their story, their experiences with the Lord, their families and what God is doing in their lives. 
--
So then, what gives us disciples of Jesus, regardless of our backstory of how Jesus conquered us, or anyone the right to upload a video like this, for what purpose though?
--
What's your motivation? Oh, ""Alert"" others that this movie is unbiblical, that it has flaws theologically?? 
Maybe it was to ""Alert the world, your version of the truth is the one to follow?"" 
or even that your ""BOOK"" (at the end of this video) is what we actually need if we want to be spiritually ""stirred"". 
Maybe it was for ALL the right reasons.... still, not wise.
--
“I have the right to do anything,” you say—but not everything is beneficial. “I have the right to do anything""—but not everything is constructive.""(I Co 10-23)
--
So, why do this?
--
Additionally, do you actually know the source? Dallas and team on a personal level?
Have you spoken to Dallas personally?
Is it really wise to take excerpts from earlier video interviews just to ""stir"" criticism in other people's hearts and minds? 
--
It'd be nice if you went the other way, called Dallas and created a pod cast with him. An actual sitting down to pray together and be humble enough to go after facts peer to peer, instead of pulling old clips and out of context videos, just to justify a point of view (which can be totally theological), but completely unnecessary. 
--
Instead, you run the risk of promoting a channel that ""spreads the gossip gospel"", ""with the best of intentions""... I'm sure it would be beneficial to your channel.
--
So what's the main message of the Chosen? Jesus and the Gospel.
Is it biblically word for word? NO, we all knew that.
--
But I'd bet you, even if it was, you'd probably find a way to say it's not the Bible with the right commentaries and correct translation... 
--
...and no I'm not justifying a ""feel good"" Christian movie, nor am I ignoring Jesus' sufficiency and His amazing good news of the Gospel. I'm actually underlining the fact that as disciples of Jesus, we have to be careful... that is if we want to be more like Him.

God Bless",Against,,1,,5 months ago
ccbean0462,"As a challenge to some of the statements made, particularly that the Bible alone has everything that you need, would Todd say to avoid commentaries or sermons? Why would you need to hear your preacher preach a man-made sermon when he could just read straight from the Bible and call it a day? Commentaries set out to clarify Scripture by adding to what Scripture says (reading between the lines so to speak).  If all of Scripture is inspired by God, then all of the words therein are Jesus' words.  So anyone who expounds on Scripture is putting words in Jesus' mouth. I have heard many pastors use a line like, ""What Jesus is saying here is..."" How is what The Chosen is doing any different?

All that said, obviously I believe that preachers are necessary and commentaries are helpful.  I also believe that great care should be taken when preaching or writing a commentary. The Chosen is simply a commentary of a different medium.  The show grants the audience a visual understanding of the setting and time period (Ancient Rome).  It really gives clarity on the relationships that the disciples would have had, for example, how hated Matthew likely would have been given that he was a tax collector.  We see the disciples bickering in Scripture but now we can see the tension visually and relate to it more.  I had always wondered how the disciples could have been so ignorant for so long as to who Jesus was.  Watching this show has given me an idea as to why Jesus' divinity would have been so hard to see for those around Him.  Apart from the miracles, just as Scripture says, there was nothing special about Him that would have caused you to give Him a second look.  However, just like commentaries and sermons, the show comes second to Scripture.  I say all this to say that we should be careful about what kind of limitations we put on things because when you carry them to their logical conclusion, you might get rid of more than you intended.",Against,,"
    0
  ",,5 months ago
CRaul87,That show is filth!,For,,"
    0
  ",,8 months ago
Jonah Sanders,"This has been heavy on my heart for awhile. I used to be a staunch Chosen fan, and now see how much confusion this show causes all stemming from Dallas Jenkins own theological immaturity. 

My first red flag was when I noticed Dallas Jenkins is not very theologically mature when it comes to what actually defines Christianity. He seems like a great guy that has sadly been a little too influenced by the evanjellyfish culture of the 21st century west - where anything and everything is ""Christian"" so long as it is invoking the name of Jesus. I have been incredibly discouraged (having seen countless interviews where he is pressed on the subject) to watch Dallas refuse to admit that Mormons and Catholics aren't Christian, and are not saved. Any theologically mature Christian who has studied Mormonism knows they teach a false god and a works-based gospel that can't save. Any theologically mature Christian that is familiar with Rome knows that while affirming the Trinity (yes, there are Mary issues), also teaches a works-based gospel that can't save. Both also deny the supremacy of Scripture in the life of a Christian. 

These aren't ""little"" issues, or ""secondary"" issues. To have salvation is to have the true God and the true Gospel. Dallas is sacrificing a tremendous platform he has to preach the Gospel boldly and is rather providing a watered-down stance on anything that invokes the name of Jesus to avoid offending potential viewers. I have also been discouraged to see him grow the show into what he considers to be a powerful evangelistic tool. God gave us the Gospel as the ONLY means by which people can be saved, coming under the hearing of the Gospel and believing. Not by watching a dramatized TV series about Jesus that is 97% things that Jesus ""could've said"" or ways that Jesus ""could've acted"". It is awful to think about how many people have watched this show and fallen in love with a Jesus that is, while not saying anything outright blasphemous, an incredibly watered down take on the true God-man who called sinners to repentance.

The moment that really did it for me was when I realized every Mormon I know loves the show and agrees with it 100%. Any piece of media that is obfuscating the lines between orthodoxy and heresy should be discarded.",For,,"
    0
  ",,8 months ago
quazl,"This criticism is silly. I used to work with Todd. He likes to be critical about stuff so he has things to fill the time code in and outs. The show is doing a great job introducing people to the Bible. It is the best piece of Christian entertainment to date. 

The ideas that Catholics don’t love the same Jesus is just silly. Saying that all Catholics don’t know the truth is silly. 

Todd sounds like a Pharisee.",Against,,1,,8 months ago
Shiloh Sanders,I stayed away because of Voddie Bauchams interpretation of the Exodus 20:4-5.,For,,"
    0
  ",,8 months ago
Lola Simmons,Read the Bible for yourself and learn about who Jesus really is as the Son of God and Savior of the world.  King of kings and Lord of lords.,For,,"
    0
  ",,7 months ago
Christian Webb,"I will go to my grave, stand before God at Judgement Day and say that I believed throughout my life that the so called ""doctrine"" of Sola Scriptura makes ZERO. SENSE. At the end of the day, when you say the Bible is ALL you need, you're also saying ""We don't need God, we have the Bible."" Imagine you are a parent. When your children turn eighteen, pull them into the master bedroom and say ""You're on your own, I'm not speaking to you anymore. If you have questions or concerns, you can look back on letters I've written you, emails I've sent, thoughts I've shared, but I am no longer speaking to you."" Could you do that to your children? To say that you couldn't do that is to say you're a better parent than God because it's the SAME THING! Apparently, we don't need God or prophets anymore! Everything we need is in the Bible! It isn't! Whatever happened to believing in a God that loves His creation and would go so far as to send His Son to live, suffer, die and be resurrected for that very creation? That doesn't sound like a Father who would shut the door of revelation/scripture on His children",Against,,"
    0
  ",,5 months ago
Daniel Freitas,"Number 1: Ad hominem/poisoning fallacy.



If Catholics and Mormons on set are not offended by The Chosen then, according to your conclusion, it means it is certainly not explicitly evangelical. Yet, you failed to produce any criticism of the non-evangelical portrayals in the series. If this is indeed the case, simply criticize the relevant aspects.



Also a false dilemma/inconsistency? The set contains evangelicals as well. And they don't seem to be offended either. So it means it IS explicitly evangelical? Which one is it?



If the series had any heretical portrayal of Jesus, I am pretty sure you'd be able to point them out. But since you are ""not aware of any"", it seems to me that you have not actually watched it.



This seems to me a case of ""Didn't watch it and didn't like it.""",Against,,"
    0
  ",,4 months ago
axab43,"The Chosen is someone's interpretation of what would have happened around Jesus at that time.  The producers always point people to the Bible and say it is never meant to be a replacement.

YOur videos are YOUR interpretation of biblical verses in exactly the same way.  What you think.  I did not feel comfortable with your delivery of this or your voice either.  Something felt ""off.""     Should everyone stop watching you because of that?  Hmm... maybe.

(I am not even an avid fan of The Chosen.  Some parts of it have been used by the Holy Spirit to bring me healing, some parts I don't like.  But I didn't like your delivery or your attitude so everything in balance.",Against,,"
    0
  ",,5 months ago
Jamie Burke-Bellamy,"Gal 1:8
But even if we or an angel from heaven should preach to you a gospel contrary to the one we preached to you, let him be accursed.",For,,1,,8 months ago
Castle Culver,"In all Respect;

If the Chosen made the claim that they were all that is needed, that their show replaces Scripture for a ""modern age"". I would agree with you.

However this is not their claim. I have to respectfully suggest that you have missed the heart behind the series and are smearing a tool that God is using to bring many closer to the Real and Alive Jesus we read about in Scripture. 

Please consider Mark 9:38-41 and ask ""am I carrying the same heart as Jesus did in this instance"". 

This is serious and to come out against something that has miracles, salvations, and true life changes surrounding it, things only the Holy Spirit can do, is truly the most dangerous ground you can stand on.",Against,,1,,7 months ago
Jonathan Martinez,"Playing awfully fast and loose with that Apocrypha list. I'm unaware of any Christian sect that has Enoch in the cannon outside of very small, specific orthodox groups.",Against,,"
    0
  ",,8 months ago (edited)
Solomon Able,"I miss how the additional books to the bible (apocrypha) are harmful. How is more information about God's word a bad thing? If God chose to divinely author additional information for us to have would it not be sacrilegious for man to chose that they are harmful? It was King James that decided that there should only be 66 books of the Bible not God. This decision, admitted by the late King himself, was numerological and Masonic in nature. Not devine. In the face and light of truth, shouldn't more information be better? If the current scripture we have in the 66 are also used to distort and confuse masses as false prophets and pastors, then the same fear of the additional books can be said for the whole Old Testament. I don't think we should be labeling any devine script as ""dangerous"" or ""harmful.""",Against,,"
    0
  ",,7 months ago (edited)
Jonathan Vega,"I feel like everyone who makes these accusations has never watched the show. Every episode starts with a disclaimer that the show is fiction and is not meant to replace your Bible. I watch the show purely as wholesome entertainment when every other show has bad language, LGBT, nudity, or leftist ideology built in…oh yea and Christian movies SUCK. Who cares who makes the show? Everybody is obsessed with the Passion of the Christ but Mel Gibson is not a holy man. Yes there’s imagination but to this point the show is theologically sound. I love this channel but enough with the heresy hunting.",Against,,"
    0
  ",,8 months ago
Mikey,"Completely unnecessary critique and drama. Honestly, this video feels very mean-spirited.",Against,,"
    0
  ",,8 months ago
Joshua Love,Soon as I heard the show was made by non Christian sources I decided I wouldn't watch it,For,,"
    0
  ",,8 months ago
Kyle Day,"My main for The Chosen thus far is John the Baptist’s interaction interaction with Jesus as his cousin, very nonchalant banter and “joking” with each other like men tear each other down in our society today, which I don’t agree with. JTP would NEVER do that even if he is a relative. 

What’s the harm? Imagine a new Christian watching that, it downplays the relationship with Christ",For,,1,,8 months ago
Rocket Surgeon,"Todd, I have donated and listened to your program for a long time. I really hope that you don't turn into one of these Pharisees and arrogant calvanists like a James White. When you speak of heresies and twisting scripture, maybe look at calvanist interpretations and switching all men with some men. The show isn't perfect, but either God determined it to be that way, or Dallas and co made a free will decision  :) Try to be happy that so many unbelievers are being reached that won't be by the james whites of the world",Against,,1,,5 months ago
Not Here,You forgot to mention the forced diversity.,For,,2,,8 months ago
Jude Peterson,"Calling Jesus' being portrayed with fictional flare blasphemy is a bit overkill. Unwise? Perhaps. But blasphemy? Are the Chronicles of Narnia blasphemy as well since Aslan is supposed to be Jesus? What about children's Bibles that paraphrase the bible stories and words of God? Maybe not ideal, maybe unwise, but hardly blasphemy.",Against,,"
    0
  ",,7 months ago
Jude Peterson,If the bible is enough would be a good reason to not watch the chosen then it's also a good reason to not watch you. How would you respond to that?,Against,,"
    0
  ",,7 months ago
Camdon Hatch,"So one of your biggest issues with the Chosen is that other Christians ""aren't offended"" by it? Seriously... With all the spiritual rot and moral decay in our world today you are busy pointing fingers at other believers and trying to convince your meager following to shun the most wide-reaching depiction of Christ in modern history... Even if you disagree with specific aspects of the show (which you failed to mention) is it not better for more people at least know the basics about Him? Our world need more of this, not less.",Against,,"
    0
  ",,4 months ago
Johnathan Bach,"I couldn’t stand the first episode, and haven’t watched any others. I thought it was a presentation of cheap, compromising, cool, irreverent “Christianity”. It seeks to present a cool, relatable Jesus, not a “holy, harmless, separate from sinners” Jesus. I would stay away from “The Chosen”, and stay 100 miles from its underlying philosophy.",For,,1,,8 months ago (edited)
earthlydescent,"It breaks the 2nd Commandment, they created a graven image of Christ...  Both in image and in word.  Enough for me...",For,,"
    0
  ",,8 months ago
Natalie Sue,The title CHOSEN was the first Red flag to me. Jesus wasn't someone that God chose. Jesus IS God in human form. He volunteered/Self- sacrificed. Pure Flix is not as safe and pure as it claims. We need discernment from God in everything.,For,,2,,8 months ago (edited)
Jay Shinn,Why are Evangelicals are so sensitive.,Against,,"
    0
  ",,8 months ago
A Colley,"The Chosen is not biblical. The more I watched the episodes were purely for entertainment and less bible-based. I started remembering things being in the Bible that were not, they were on Chosen.  If you are going to use the Lord's name, do it not in vain.

 The man who plays Jesus is not a Christian he's Catholic. Catholicism is idolatry and blasphemy and its the main reason why Christians keep Pagan traditions today. 

Dallas Jenkins dad produced ""left behind"", a movie full of lies.

If you want a word for word bible based movie about Jesus look up The Gospel Series in Aramaic translated to English.",For,,1,,8 months ago (edited)
Matheo,"Todd, you are way too strict with your anti-ecumenism. I mean sure, having the likes of Mormons on the set sure is disturbing, but you HAVE to point to a specific thing they've influenced to make that kind of criticism. The director himself stated that there are ATHEISTS working on the show, and obviously, that doesn't make Chosen atheistic at all, because we see in the show that Jesus has the actual Biblical miraculous authority. In short - it's fine to point out bad theology... WHEN IT'S THERE. If it's just the people that bother you, you really should reconsider your priorities. There is plenty of things you can do with non-Christians without hurting your theology, you just need to stand your ground.",Against,,"
    0
  ",,4 months ago
Bravo31AA,Never seen the chosen. Specially when the producer calls himself the Creator of the chosen. This is a huge no no to me.,For,,"
    0
  ",,8 months ago
Mrs. Emcee,"Stop criticizing this series! It leads people back to God, back to the bible, back to their forgotten faith! It helps people understand who Jesus was as a human, and theological it is sound. Maybe your theology is different, but that does not make this untrue! And mormons and catholics etc working in the crue, does not make this wrong ! If a non believer reads to you your bible, does that make your bible a lie!? No! The creative choices they made, are discussed and explained, after decent research and talking to cultural experts of that time. Nitpicking is easy! Reaching people is most important nowadays! Do you reach and change that many people with your preaching and nitpicking? I wish I could reach as many as the chosen do, that is why I promote it and I pray God uses it in a mighty way! Time is running out, we need people to repent, to become followers of our Lord Jesus!",Against,,"
    0
  ",,3 months ago
Horhay,I dont think Todd understands LDS or Roman Catholic doctrines...,Against,,"
    0
  ",,8 months ago
Lina Kツ,Wretched's version of Biblical integrity in this opinion piece is sorely lacking ..the criticism offered based on there being Catholics and a Mormon involved is laughable.  It is like the pot calling the kettle black  In your Protestant theology Jesus is a Sabbath braking Savior who came to do away with His Father's commands n change them . Far from the truth.,Against,,"
    0
  ",,8 months ago
Joe Fox,"I think it’s very dangerous to take creative liberties with the Gospel. If you’re not absolutely correct in your depiction, you will essentially be presenting a false Christ. This would be a violation of the first commandment. The viewers grow to adore the false Christ character violating the second commandment. If it isn’t accurate, it is false. Read the Scriptures to know Jesus and be more discerning of the media you partake of. Maybe it’s no big deal, maybe it’s a very big deal but do you really want to chance it? It’s certainly worth thinking it through.",For,,"
    0
  ",,8 months ago
Ron Bianco,"in for more extensive interviews when Dallas Jenkins is saying we believe in the same Jesus, he is not referring to we believe theologically about the same Jesus he’s talking about the historicity of that there was a man named Jesus and the stories in the gospel we agree upon what they display. In no way is Mormon theology making itself present onto the screen if I am mistaken about that please point out the scenes to me that display Mormon theology. In my view there is a huge difference between believing that Abraham Lincoln was a president versus my opinion about what he accomplished as a president in this way the Mormons do believe in a physical Jesus walking on the earth in the same with it evangelicals believe in a physical Jesus walking on the earth Dallas is no way referring to we believe the same thing about this physical Jesus it is a very important nuance that Dallas has made very clear in other interviews",Against,,"
    0
  ",,8 months ago
Eddie Delatorre,"As a Catholic, I reject that we are work based. We are saved by Grace alone. How Can this channel gaslight Catholicism just like that.",Against,,"
    0
  ",,8 months ago
Og Make Fire! Fire Good!,"I watched half an episode. As a faithful student of God's Word, I had to stop watching when the ""artistic liscence"" dialog came from the ""Jesus"" Character. Very concerned about the liberties taken with the Text.",For,,"
    0
  ",,8 months ago (edited)
katiesonlinename,"Todd... I love you, man. ...and I love Wretched. But... though I see where you are coming from, I dissagree. The Chosen creators are very clear about the show NOT intending to do any of the things you mentioned. They always make it clear that what they are making is entertainment, that it is NOT scripture, NOT to be a replacement for scripture and that their goal is to entertain and, thru that, cause people to actually wonder what the bible does actually say. I, too, am a bit concerned about the other faith tradition involvement but have kept a close eye on the content of the show and as you even said, nothing has wormed it's way in there to contradict the truth of scripture. Its entertainment. I have a very strong relationship with my Bible. My theology isn't based on The Chosen. It's based on the word breathed out by God. I am not emotionally responding to your criticism of a show I am emotionally attached to. I am giving you a perspective, as a fan of yours and the things you teach, that takes my understanding of your position and respectfully dissagrees, based on actual study and consideration; not feelings. Keep on keeping on, sir. You do good work. I dissagree on this but that's OK. I dissagree with other things you teach too but, those are ok too. We agree on what matters and you are righteously motivated in your work, as far as I can tell. Carry on.",Against,,1,,8 months ago
Brian West,It’s a fad in Christianity like all the others that came before it. Haven’t seen heresy then just watch with that in mind.,Against,,"
    0
  ",,4 months ago
Charles Brown,"1.	Show me any line or scene from the script which contradicts standard Biblical theology. I'll wait. Maybe you might actually watch The Chosen for yourself instead of believing the 5th generation rumors originally spawned by YouTube video hucksters!

2.	The script, which is the backbone of the show, is written by three Evangelical writers whose only influence is the Bible. 

3.	Regarding ""adding to the Bible"", a pastor's sermon or a Bible teacher's outline/notes are additions to the Bible. They simply illustrate what the Bible verses are saying. And don't forget what has been left out of the Gospel accounts (cf. John 20:30; 21:25) which The Chosen could plausibly include.

4.	Why can't cinematic art, in its own way and written by Evangelicals, also illustrate what the Bible is saying? That includes direct Bible quotes and the backstory surrounding it.

5.	The Chosen is technically a secular TV production. It is not a church ministry, sect, or denomination, nor is it a textual addition to the Bible. It is simply a TV series inspired by the Bible. Are you as critical of other Hollywood productions of similar shows?

6.	Speaking of Hollywood productions, that isn't The Chosen. It is crowd-funded by fans, not produced by people who are lockstep with the world's values and agendas.

7.	The religious or non-religious proclivities, personal lives, and politics of the production team, actors, and crew are irrelevant so long as the script is being followed. They are paid professionals who know how to follow the script as directed. That is all that matters.

8.	There are the testimonies of people from all over the world who have been blessed by the series and who were pointed to the Biblical Jesus and study of the Bible itself. The Chosen is a tool, a steppingstone to the Light of God's Word.

9.	I reject the argument that any cinematic depiction of God or Jesus is a violation of the 2nd Commandment which should be interpreted in the historical context of the Ten Commandments, which was for Israel only. They were not to construct an image in place of God and worship the image. So long as anything or anyone in The Chosen is not being worshipped or venerated, then it is a NON-ISSUE.

10.	God can and will use whatever He wants to point people to Jesus and the Kingdom of God. The Chosen's purpose as stated by Dallas is to point people to the Bible. It's prideful to think we know how God should work. We cannot and should not put Him in a box.

11.	Jesus told made up stories (parables) that weren't scriptural to illustrate the Kingdom of God and point people to the Father and to Himself. The Holy Spirit can use made-up stories to enhance contextual understanding and point people to the real Jesus. Storytelling need not be viewed as dangerous.

12.	Concerning lies being spread about Dallas: Christians should not engage in gossip. If they want to know what Dallas really thinks they should watch HIS videos sharing HIS heart. Not other's (prideful) opinion of a person's heart that they know nothing about because they most likely have not listened to Dallas either.",Against,,"
    0
  ",,1 month ago
Mike Dickison,"It's a movie/show.  Go back to Heston parting the red sea.   Go back to Gibson's the passion.    Go back to the robe, or any other movie, show, book about someone's life and you will find ""add on"" to make a story line semi- coherent.  

The Bible specifically did not include complete  dialogue with everyone, certainly not with Christ, or Paul, or John talked with.  It would be impossible.",Against,,"
    0
  ",,4 months ago
Dario Veneziano,"This whole distorted and erroneous role given to Holy Scripture to be the ONLY AUTHORITY, which is what Sola Scriptura teaches, is making you consider the Bible as the source of what should ""move you"" as if God would not ""move you"" any other way. Doesn't the testimony of a believer move you from time to time? Doesn't the life of the Church and of other believers giving witness to their faith move you from time to time? Are you a robot programmed to be moved only by reading the Bible which btw is not very easily understandable for the modern man?! The Christian Faith is not the Faith of the book or any book. It is a Faith LIVED OUT, given testimony to by human beings who surrender mind, heart, body and soul to Jesus Christ. THAT is what can move you. Not that Holy Scripture would NEVER be able to move you, but you cannot make a case that ONLY the Bible should move you. So you are extending Sola Scriptura from the realm of authority to that everything else: it should be the ONLY AUTHORITY and the ONLY MOVER. That's not taught anywhere in the Bible itself. Sir, you are believing heresy.",Against,,"
    0
  ",,3 months ago
Let's Think About Jesus,"I personally will associate with Christians, Catholics, Mormons, Buddhists because that is what a decent human being would do. Jesus went to the Samaritan's who the priests hated because of doctrinal differences. Jesus used the Samaritan in the parable as the hero of the story while slamming the religious leaders who seem a lot like you and your divisive attitude. Just an  observation.",Against,,"
    0
  ",,8 months ago
Lydia Stevenson,This world is full of hate and the powers of Satan are rife. All Christians believe in Christ. Why the ... Would we give Satan a laugh by fighting mongst ourselves???!!!,Against,,"
    0
  ",,7 months ago
JURADO ALEJANDRO,"Man, I am not even going to defend The Chosen, but you truly are heavily close-minded in your supposedly all-encompasing evangelical and true vision of the gospel and christianity, in general. A ""correct"" theology by which you judge those who do not adhere to it, without giving them a chance to even be considered christians. 
I have seen you make harsh judgements over other denominations without any consideration of them as brothers in Christ. Do not deceive others through hate; be honest, be better.
The fact that you, even implicitly, present mormon theology in the same level as catholic in regard to christology and the gospel is simply unthinkable.",For,,"
    0
  ",,8 months ago (edited)
ako mpuntsha,"Not in full agreement with these arguments. Watching the chosen doesn't  change theology or its sufficiency. Any rational thinking believer won't suddenly think the Jesus of the chosen did n said exactly what Jesus did in his life. Like any biography of someone's life there is room for creativity, yes Jesus is God but he was also fully man n like any man who has lived people are allowed to retell their stories with the limited information they have about them in creative ways. The chosen doesn't replace scripture, nor is it made to. It's an biography of the greatest man who ever walked this earth. If we can make movies about Alexandra the great with the tiny info we have of him surely we can do the same with Jesus.",Against,,2,,8 months ago
step879,"Maybe you should do some additional research on the Holy Bible before you start attacking others who are adding words to Christ. 
“Over the next seven years, 47 scholars and theologians worked to translate the different books of the Bible: the Old Testament from Hebrew, the New Testament from Greek and the Apocrypha from Greek and Latin.” 

Do you think 47 people could agree on an exact translation for the Bible and let alone which books they should keep and take out in the final version of the King James Bible we have today? 

Anything that can draw us closer to our savior Jesus Christ will always be welcome and a blessing to all. However this should not replace our daily study of scriptures.",Against,,"
    0
  ",,1 month ago
Bradley Joseph,"You’re right about Mormonism but wrong about Roman Catholicism. 

I’m not a Roman Catholic but I still see them as brothers and sisters in Christ because they believe in the historical Jesus(Trinity) 
Just because they don’t believe in Sola Fide (Reformed Teaching) doesn’t make them not Christian. I’ve watched people like Trent Horn(Catholic) and Jay Dyer(Eastern Orthodox) talk about Faith on YouTube . A lot of you Protestants would realize how close you are to agreement. They don’t believe in faith + works = salvation. They believe salvation is a gift but SANCTIFICATION is very important to look at as well.

I’m an Ex Mormon turned Christian btw.",Against,,2,,8 months ago
Micah Todd,"Take the win, competition against Disney.",Drop,,1,,8 months ago
Ben Suggs,"Every time I start to enjoy Wretched again I see legalism like this rear it's head. (Sigh) Love you guys, but this a'int it. While I do disagree with Dallas about the Mormon Jesus being the same Jesus, he's not wrong that this show is/can be the middle of the venn diagram between those beliefs. The stories of the life of Christ are believed by both parties. 

""Are you sure you want to consume a subpar Jesus that doesn't offend the unorthodox"" -  because this show isn't spanning the entire realm of theology and debate, that's just fine with me. Subpar would be the many depictions of Jesus I've watched that were more concerned with transcribing the Bible on screen vs presenting Him in a different medium. 

They make it clear that this isn't the Bible so they aren't ""adding to His words"" and The Chosen is as ""unauthorized"" a source as the the writings of Tozer, Lewis, Calvin, even Johnny Mac's precious commentaries... they ""add to Scripture"" too yet we're all fine acknowledging that they bring life, value, and understanding to The Bible. 

There isn't danger in consuming non-canonical works as long as you can differentiate between the two. The show routinely says ""THIS ISN'T EXACTLY WHAT HE SAID"" so therefore it's not blasphemy at all. This show has stoked the desire of many people I know to get into their word further. It's artistic expression much like the picture of Jesus and the children (patsy white as he was drawn) I had as a kid. Common sense says ""that's not really Him, it's just a symbol meant to point me to the real thing."" And that's what this show could be if you let your legalism go long enough to enjoy it.",Against,,2,,8 months ago (edited)
Rob Wagner, ,Drop,,"
    0
  ",,8 months ago
Mark White,"I encourage those who detract from the show, watch their livestream from July 17th 2022. This has them showing it to Gen Z. Then that Roman Catholic that Todd sneers at (guy who plays Jesus) gets told by God to share something with one of those young adults. And it touched him and he is now going down a path of searching for Jesus. Others in the group had been hurt by the church and stopped going to church and wanting to associate with God. Now they are on the path towards Jesus. Instead of heresy hunting, which Todd enjoys doing, he should listen to what The Chosen is doing for The Kingdom. Just because one is Catholic doesn't mean they are not saved. Jonathan speaking to that young man is living proof that is not the case.",Against,,2,,8 months ago
An Elder in Israel,"It's obvious you don't understand the Latter-day Saint faith. Please don't pretend you do. 1. There is no biblical reference that supports the uncreated Jesus, that is false doctrine. 2. Saying we don't believe in the same Jesus is ignorance. Protestants and Evangelicals think that anyone who doesn't believe like them is not Christian. I remember a real-life conversation between a Catholic Priest and a Latter-day Saint at a Religious conference. The Catholic Priest approached the Latter-day Saint Representative and said, ""You Mormons don't understand your position."" The Latter-day Saint representative looked confused and asked what did he mean. The Catholic Priest then said, ""The Protestants and Evangelicals don't have a foothold on truth. If  The Catholic Church is the true church, they are apostates and are wrong. If you (meaning the Latter-day Saints) are the true church, then we are wrong and so are they"". He is right, the protestant movement has no right in declaring anyone wrong because they either abandoned the true church and started their own religion, then are persecuting them. If the Latter-day Saints are correct that the church needed a full restoration, then the Catholic Church is wrong and all churches that spawned from it are also wrong.",Against,,"
    0
  ",,4 months ago
Carolyn Ray,"It is if it was a true biography, but this is non fiction. Also the person watching the movie, they should check it out in the bible. What makes what you are saying true???",Against,,"
    0
  ",,2 months ago
Fractal Insights,The Bible says Jesus is the firstborn of all creation. Seems as though the mormons got something right,Against,,"
    0
  ",,8 months ago
jennyredbeans,Lol,Against,,"
    0
  ",,1 month ago
Wildcard,I agree that Catholics are brothers and sisters in Christ as well,For,,"
    0
  ",,8 months ago
Sam Risley,"By saying apocryphal books were rejected because they aren’t the words of Jesus, you heavily imply that all Sacred Scripture is the words of Jesus, which is false. That’s a heresy called modalism. You’re conflating the persons of the Holy Trinity.",Against,,"
    0
  ",,5 months ago
Meadow,I stopped watching the chosen a long time ago. As I watched I realized it wasn't right ..thank you Holy Spirit. It's giving people the WRONG impression idea of Messiah. Blasphemy and heresy?  Most definitely!  Have nothing to do with it people of God.,For,,"
    0
  ",,8 months ago (edited)
Vanessa Daday,Personally I think that the portrayal of Jesus in the Chosen is a lot more accurate than what’s preached on this channel…Calvinism portrays God as evil…not the kind and loving God that He is,Against,,"
    0
  ",,8 months ago
motorTranz,"""Do not be yoked together with unbelievers. For what do righteousness and wickedness have in common? Or what fellowship can light have with darkness?""  II Corinthians 6:14",For,,"
    0
  ",,8 months ago
R 1,Catholics do believe they're saved by Grace alone.,Against,,2,,8 months ago
Chuck Edgerton,I’ve never liked this show and have taken a lot of flack for it. They always depict Jesus as effeminate and giddy.  Hollywood will never present HIM in a good light. The Passion and Ben HURR did the best job.,For,,"
    0
  ",,8 months ago
